Terrarium,insect,ter_no,Name_x,customer identifier,cust_no,Name_y,tpe,Contact number,First Purchase period,key,description,food portions per day
atlas,j,1471,atlas,7,7,Neva Leffler,y,086-594-5216,202106,j,Junebug,5.0
unanachronistic,u,1087,unanachronistic,10,10,Blythe Howse,m,074-828-7587,201908,u,Underwing,6.0
brokership,u,2443,brokership,300,300,Grayce Thatcher,x,080-105-3161,202103,u,Underwing,6.0
ripon,f,1623,ripon,122,122,Emmett Gebhard,f,081-153-9951,202011,f,flea,3.0
rodi,v,3029,rodi,200,200,Lyle Nix,i,076-117-1648,201906,v,Velvet ant,2.0
court,x,1520,court,168,168,Marin Davisson,b,075-193-5830,201904,x,Xigua,4.5
upturn,b,3097,upturn,72,72,Genna Moree,x,074-376-7745,202003,b,bee,1.0
cappelletti,a,1113,cappelletti,91,91,Lavina Vos,z,077-981-2916,202110,a,ant,1.0
embarrassed,p,2029,embarrassed,202,202,Toshia Hostetter,a,084-997-6773,201903,p,Praying mantis,8.0
unspiring,c,2816,unspiring,313,313,Marna Linder,c,078-398-5953,202109,c,catapillar,1.0
pinta,e,1452,pinta,220,220,Shasta Packett,x,083-208-4658,201910,e,Elephant hawk moth,2.0
unalcoholized,d,2785,unalcoholized,158,158,Willie Wiegand,t,086-432-8382,202108,d,Unknown insect type (imputed),5.0
unsubverted,p,2660,unsubverted,220,220,Shasta Packett,x,083-208-4658,201910,p,Praying mantis,8.0
tautomeric,k,1763,tautomeric,189,189,Henry Mcnew,o,082-332-5238,201903,k,Katydid,3.0
unwastable,r,2702,unwastable,85,85,Amanda Wolske,p,084-964-8962,202101,r,Rhinoceros beetle,35.0
flimflammer,o,2280,flimflammer,277,277,Natisha Blythe,y,083-470-1500,197001,o,Orange Sulfur Butterfly,13.0
liken,r,1421,liken,179,179,Trinity Roda,o,079-428-4550,201900,r,Rhinoceros beetle,35.0
uninterred,g,2747,uninterred,204,204,Gregg Blanchette,c,074-884-1593,202100,g,Grasshopper,50.0
index,l,3158,index,81,81,Leanora Wickliffe,e,071-619-6458,202109,l,Locust,99.0
unniched,e,2497,unniched,5,5,Reyes Davies,w,077-283-5044,202106,e,Elephant hawk moth,2.0
concent,m,2972,concent,254,254,Hai Cabaniss,d,081-119-7725,202100,m,Maggot,5.5
flimflammer,d,2280,flimflammer,277,277,Natisha Blythe,y,083-470-1500,197001,d,Unknown insect type (imputed),5.0
underlaying,z,2090,underlaying,41,41,Carmelo Wallner,x,078-519-5851,202006,z,Zorapteran,5.0
cytoplasm,s,1835,cytoplasm,91,91,Lavina Vos,z,077-981-2916,202110,s,Stick insect,9.0
youthfulness,z,2375,youthfulness,238,238,Ramiro Milligan,h,083-695-5976,202004,z,Zorapteran,5.0
unclassically,k,2622,unclassically,65,65,Cherri Grisham,m,081-989-4458,201912,k,Katydid,3.0
gripy,s,1395,gripy,238,238,Ramiro Milligan,h,083-695-5976,202004,s,Stick insect,9.0
tunny,z,3108,tunny,200,200,Lyle Nix,i,076-117-1648,201906,z,Zorapteran,5.0
brugge,n,2888,brugge,163,163,Lia Strother,l,077-831-2156,201901,n,Nit,4.0
commanderies,e,1265,commanderies,37,37,Lidia Peete,j,080-216-1052,202006,e,Elephant hawk moth,2.0
underline,i,2614,underline,122,122,Emmett Gebhard,f,081-153-9951,202011,i,insect,3.0
interdenominationalism,z,1334,interdenominationalism,177,177,Cristie Argento,n,086-909-8832,202102,z,Zorapteran,5.0
assuasive,p,2139,assuasive,145,145,Drucilla Villegas,k,073-134-8894,202106,p,Praying mantis,8.0
unsticking,u,2626,unsticking,287,287,Eric Kreamer,j,078-476-1791,202003,u,Underwing,6.0
liken,r,1421,liken,179,179,Trinity Roda,o,079-428-4550,201900,r,Rhinoceros beetle,35.0
nonius,a,2227,nonius,62,62,Nelia Boardman,o,073-849-7376,202000,a,ant,1.0
masquerader,k,2079,masquerader,210,210,Pearl Favor,p,072-534-6367,202008,k,Katydid,3.0
roget,a,1554,roget,239,239,Gertrudis Evan,l,084-243-4527,202004,a,ant,1.0
eidos,f,1550,eidos,41,41,Carmelo Wallner,x,078-519-5851,202006,f,flea,3.0
avalon,k,2181,avalon,93,93,Arianne Odonnell,p,076-751-8775,202004,k,Katydid,3.0
undulated,n,2827,undulated,277,277,Natisha Blythe,y,083-470-1500,197001,n,Nit,4.0
unvalidating,e,2554,unvalidating,199,199,Leone Matt,u,081-105-7423,201905,e,Elephant hawk moth,2.0
prosthodontist,k,1949,prosthodontist,207,207,Rudy Ketcher,i,074-787-4121,201901,k,Katydid,3.0
embryogenesis,m,1258,embryogenesis,16,16,Treva Degnan,l,083-583-6419,201905,m,Maggot,5.5
zanily,y,2253,zanily,67,67,Li Birdwell,g,077-249-1815,202005,y,Yellow jacket,16.0
ordinariate,w,1136,ordinariate,140,140,Naida Priddy,f,074-186-2384,202011,w,Wasp,15.0
undoubted,n,2550,undoubted,275,275,Raguel Burdge,b,079-392-3974,202110,n,Nit,4.0
whiggism,n,2991,whiggism,70,70,Chase Cregan,o,086-116-2278,201902,n,Nit,4.0
larviparous,j,1326,larviparous,261,261,Jeremiah Kazee,i,082-952-9820,202106,j,Junebug,5.0
aiea,i,1813,aiea,68,68,Margrett Lenoir,x,085-130-2200,202006,i,insect,3.0
adapt,v,1725,adapt,182,182,Lurlene Lovingood,a,081-295-4417,202107,v,Velvet ant,2.0
terahertzes,q,2033,terahertzes,132,132,Lesia Moroz,w,071-461-6577,202102,q,Queen bee,11.0
needleful,l,1794,needleful,68,68,Margrett Lenoir,x,085-130-2200,202006,l,Locust,99.0
lectern,p,2956,lectern,41,41,Carmelo Wallner,x,078-519-5851,202006,p,Praying mantis,8.0
tunny,t,3108,tunny,200,200,Lyle Nix,i,076-117-1648,201906,t,Tsetse fly,5.0
unportrayable,e,1938,unportrayable,280,280,Linnie Jaworski,z,083-999-9228,201903,e,Elephant hawk moth,2.0
morty,l,1596,morty,10,10,Blythe Howse,m,074-828-7587,201908,l,Locust,99.0
unsputtering,u,2519,unsputtering,309,309,Enda Bussiere,r,083-389-8998,202010,u,Underwing,6.0
contractive,t,2436,contractive,220,220,Shasta Packett,x,083-208-4658,201910,t,Tsetse fly,5.0
unconvoyed,x,2835,unconvoyed,106,106,Maureen Spinner,v,080-911-1748,201900,x,Xigua,4.5
unrepetitious,q,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,q,Queen bee,11.0
unalcoholized,y,2785,unalcoholized,158,158,Willie Wiegand,t,086-432-8382,202108,y,Yellow jacket,16.0
pinta,p,1452,pinta,220,220,Shasta Packett,x,083-208-4658,201910,p,Praying mantis,8.0
libau,w,3063,libau,301,301,Micah Sabado,l,075-365-9474,202102,w,Wasp,15.0
embrittle,g,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,g,Grasshopper,50.0
ch''an,z,1706,ch''an,16,16,Treva Degnan,l,083-583-6419,201905,z,Zorapteran,5.0
joeys,l,3086,joeys,213,213,Diann Trigg,l,085-396-2469,201907,l,Locust,99.0
aba,k,3184,aba,272,272,Coletta Madera,f,079-311-1937,202009,k,Katydid,3.0
unindicated,q,2744,unindicated,221,221,Thi Mennenga,y,083-798-1764,202012,q,Queen bee,11.0
blake,w,1676,blake,135,135,Kenia Parrett,p,074-997-3189,202103,w,Wasp,15.0
nonprudence,v,1892,nonprudence,161,161,Allen Murillo,o,085-414-1537,202104,v,Velvet ant,2.0
unadvancing,o,2823,unadvancing,322,322,Evonne Buchheit,l,082-231-5759,202112,o,Orange Sulfur Butterfly,13.0
uncorrect,b,2322,uncorrect,179,179,Trinity Roda,o,079-428-4550,201900,b,bee,1.0
iconographer,o,978,iconographer,207,207,Rudy Ketcher,i,074-787-4121,201901,o,Orange Sulfur Butterfly,13.0
unrepeatable,v,1816,unrepeatable,226,226,Kathrine Grubbs,d,084-787-3161,201907,v,Velvet ant,2.0
unadvancing,b,2823,unadvancing,322,322,Evonne Buchheit,l,082-231-5759,202112,b,bee,1.0
toughener,y,2196,toughener,23,23,Darin Gullickson,k,082-928-1187,202110,y,Yellow jacket,16.0
uncollapsed,r,2808,uncollapsed,57,57,Violet Hundt,j,081-301-1928,201911,r,Rhinoceros beetle,35.0
wriggly,w,3219,wriggly,78,78,Joslyn Haus,v,082-228-2104,202010,w,Wasp,15.0
driftage,q,2884,driftage,107,107,Dustin Haynie,k,074-190-5821,201911,q,Queen bee,11.0
lowan,n,3203,lowan,160,160,Sima Coomer,r,085-159-9315,202104,n,Nit,4.0
putto,y,1383,putto,49,49,Digna Garlitz,b,072-484-1875,202009,y,Yellow jacket,16.0
symboling,q,2326,symboling,177,177,Cristie Argento,n,086-909-8832,202102,q,Queen bee,11.0
clove,p,1569,clove,91,91,Lavina Vos,z,077-981-2916,202110,p,Praying mantis,8.0
englutting,l,2151,englutting,163,163,Lia Strother,l,077-831-2156,201901,l,Locust,99.0
unfostered,r,2801,unfostered,208,208,Jerrica Shears,j,078-322-2008,202105,r,Rhinoceros beetle,35.0
untracked,d,2500,untracked,259,259,Hana Clabaugh,d,074-262-7203,239012,d,Unknown insect type (imputed),5.0
deshabille,t,2231,deshabille,91,91,Lavina Vos,z,077-981-2916,202110,t,Tsetse fly,5.0
gummy,t,2994,gummy,160,160,Sima Coomer,r,085-159-9315,202104,t,Tsetse fly,5.0
prism,c,1528,prism,290,290,Jetta Konecny,b,076-336-1377,201901,c,catapillar,1.0
bedside,d,3002,bedside,145,145,Drucilla Villegas,k,073-134-8894,202106,d,Unknown insect type (imputed),5.0
serbian,d,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,d,Unknown insect type (imputed),5.0
melinite,b,1797,melinite,202,202,Toshia Hostetter,a,084-997-6773,201903,b,bee,1.0
mauritius,e,2147,mauritius,295,295,Shantelle Rosner,a,084-547-2476,202000,e,Elephant hawk moth,2.0
drammach,k,2930,drammach,133,133,Melida Gass,a,075-575-7976,202112,k,Katydid,3.0
ellis,n,1585,ellis,19,19,Jaymie Helsley,z,075-522-2685,202007,n,Nit,4.0
untenability,c,1208,untenability,277,277,Natisha Blythe,y,083-470-1500,197001,c,catapillar,1.0
unfostered,i,2801,unfostered,208,208,Jerrica Shears,j,078-322-2008,202105,i,insect,3.0
unfulsome,u,1991,unfulsome,24,24,Shirl Plotner,c,087-628-6789,201910,u,Underwing,6.0
semiprivacy,d,1311,semiprivacy,147,147,Alonzo Hiler,x,085-901-4954,202100,d,Unknown insect type (imputed),5.0
extensionless,n,1908,extensionless,15,15,Tiffaney Kratky,l,076-373-2923,202002,n,Nit,4.0
roget,l,1554,roget,239,239,Gertrudis Evan,l,084-243-4527,202004,l,Locust,99.0
vary,a,3215,vary,277,277,Natisha Blythe,y,083-470-1500,197001,a,ant,1.0
longs,c,1505,longs,161,161,Allen Murillo,o,085-414-1537,202104,c,catapillar,1.0
unconjectured,o,2618,unconjectured,73,73,Leora Apo,u,085-383-9952,201912,o,Orange Sulfur Butterfly,13.0
precollusion,y,1053,precollusion,24,24,Shirl Plotner,c,087-628-6789,201910,y,Yellow jacket,16.0
lidias,j,2918,lidias,59,59,Irish Jensen,h,081-970-5000,202003,j,Junebug,5.0
drammach,k,2930,drammach,133,133,Melida Gass,a,075-575-7976,202112,k,Katydid,3.0
indoctrinating,o,1079,indoctrinating,218,218,Sona Riel,n,078-924-1263,201900,o,Orange Sulfur Butterfly,13.0
batia,u,1402,batia,166,166,Rosendo Parten,t,082-117-2337,202009,u,Underwing,6.0
nagyvrad,m,2345,nagyvrad,169,169,Mackenzie Elgin,g,078-580-7729,202008,m,Maggot,5.5
wooded,l,3150,wooded,287,287,Eric Kreamer,j,078-476-1791,202003,l,Locust,99.0
prerouted,m,2048,prerouted,311,311,Jeanie Wentzell,d,079-537-7965,201906,m,Maggot,5.5
phantasmagorially,l,1300,phantasmagorially,106,106,Maureen Spinner,v,080-911-1748,201900,l,Locust,99.0
propagandist,e,1239,propagandist,42,42,Veola Olvera,k,079-134-4502,202005,e,Elephant hawk moth,2.0
nonprudence,a,1892,nonprudence,161,161,Allen Murillo,o,085-414-1537,202104,a,ant,1.0
escalope,l,1972,escalope,117,117,Artie Stiff,n,071-245-3352,202107,l,Locust,99.0
uncensorious,l,1007,uncensorious,207,207,Rudy Ketcher,i,074-787-4121,201901,l,Locust,99.0
unstultified,i,2713,unstultified,9,9,Phillis Wainright,w,071-988-2023,201904,i,insect,3.0
coarticulation,q,1003,coarticulation,269,269,Juliette Lyford,z,080-755-2008,201908,q,Queen bee,11.0
unparagraphed,y,988,unparagraphed,212,212,Rubye Marchal,c,078-532-7977,202008,y,Yellow jacket,16.0
benzamine,k,2128,benzamine,124,124,Rosalind Sae,v,072-803-8713,202011,k,Katydid,3.0
auric,m,1592,auric,192,192,Adena Monteiro,c,087-132-2188,202001,m,Maggot,5.5
aba,s,3184,aba,272,272,Coletta Madera,f,079-311-1937,202009,s,Stick insect,9.0
unretaining,e,1281,unretaining,143,143,Elisha Sandidge,b,081-781-5555,202011,e,Elephant hawk moth,2.0
gyges,c,1683,gyges,46,46,Lorie Winer,m,077-556-5195,202105,c,catapillar,1.0
fiendishness,y,1911,fiendishness,103,103,Zelda Bridgett,r,085-887-8677,201906,y,Yellow jacket,16.0
monza,q,1721,monza,10,10,Blythe Howse,m,074-828-7587,201908,q,Queen bee,11.0
assuasive,i,2139,assuasive,145,145,Drucilla Villegas,k,073-134-8894,202106,i,insect,3.0
unstateable,o,1216,unstateable,59,59,Irish Jensen,h,081-970-5000,202003,o,Orange Sulfur Butterfly,13.0
tovarisch,t,1843,tovarisch,103,103,Zelda Bridgett,r,085-887-8677,201906,t,Tsetse fly,5.0
unlustrous,h,2329,unlustrous,171,171,Shawanna Shoemake,q,081-441-5381,201903,h,humbug,0.0
tursha,l,3078,tursha,241,241,Pauletta Lazo,n,082-454-6754,202103,l,Locust,99.0
talooka,g,2170,talooka,179,179,Trinity Roda,o,079-428-4550,201900,g,Grasshopper,50.0
bibasic,y,2265,bibasic,306,306,Lera Calcote,p,084-450-5529,201912,y,Yellow jacket,16.0
unstylized,p,2717,unstylized,259,259,Hana Clabaugh,d,074-262-7203,239012,p,Praying mantis,8.0
monorhinal,q,1953,monorhinal,161,161,Allen Murillo,o,085-414-1537,202104,q,Queen bee,11.0
festive,r,2937,festive,324,324,Barb Bulger,t,073-716-5606,201907,r,Rhinoceros beetle,35.0
unwastable,a,2702,unwastable,85,85,Amanda Wolske,p,084-964-8962,202101,a,ant,1.0
untimely,d,2637,untimely,135,135,Kenia Parrett,p,074-997-3189,202103,d,Unknown insect type (imputed),5.0
unrepresented,y,2641,unrepresented,303,303,Kathlene Bavaro,h,084-892-8235,201911,y,Yellow jacket,16.0
wrinkliest,w,2299,wrinkliest,60,60,Eunice Spady,g,076-225-1482,202100,w,Wasp,15.0
uncinctured,l,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,l,Locust,99.0
assaultable,y,1273,assaultable,285,285,Priscila Kilroy,c,074-992-6162,202002,y,Yellow jacket,16.0
concent,n,2972,concent,254,254,Hai Cabaniss,d,081-119-7725,202100,n,Nit,4.0
dearie,y,3017,dearie,163,163,Lia Strother,l,077-831-2156,201901,y,Yellow jacket,16.0
clove,j,1569,clove,91,91,Lavina Vos,z,077-981-2916,202110,j,Junebug,5.0
cytoplasm,a,1835,cytoplasm,91,91,Lavina Vos,z,077-981-2916,202110,a,ant,1.0
unrepetitious,d,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,d,Unknown insect type (imputed),5.0
unrepresented,g,2641,unrepresented,303,303,Kathlene Bavaro,h,084-892-8235,201911,g,Grasshopper,50.0
pretimeliness,i,1144,pretimeliness,11,11,Chana Six,m,086-823-5508,201902,i,insect,3.0
nonpardoning,h,1102,nonpardoning,204,204,Gregg Blanchette,c,074-884-1593,202100,h,humbug,0.0
undulated,n,2827,undulated,277,277,Natisha Blythe,y,083-470-1500,197001,n,Nit,4.0
assuasive,c,2139,assuasive,145,145,Drucilla Villegas,k,073-134-8894,202106,c,catapillar,1.0
bedside,z,3002,bedside,145,145,Drucilla Villegas,k,073-134-8894,202106,z,Zorapteran,5.0
dissolve,e,2960,dissolve,184,184,Sudie Bulkley,a,075-105-6323,202100,e,Elephant hawk moth,2.0
wrinkliest,l,2299,wrinkliest,60,60,Eunice Spady,g,076-225-1482,202100,l,Locust,99.0
inceptively,e,1231,inceptively,101,101,Sharyn Troy,d,074-190-5827,202103,e,Elephant hawk moth,2.0
barosinusitis,c,1338,barosinusitis,19,19,Jaymie Helsley,z,075-522-2685,202007,c,catapillar,1.0
uncontinued,d,2535,uncontinued,145,145,Drucilla Villegas,k,073-134-8894,202106,d,Unknown insect type (imputed),5.0
bowyangs,i,3173,bowyangs,197,197,Yang Collette,d,081-202-6230,201912,i,insect,3.0
subungual,f,2333,subungual,231,231,Cristy Nelson,y,074-176-2289,202103,f,flea,3.0
gumweed,h,2877,gumweed,236,236,Joesph Junkin,j,081-147-6549,201905,h,humbug,0.0
basidiospore,j,1068,basidiospore,194,194,Denna Buttrey,d,075-258-1757,202108,j,Junebug,5.0
gripy,e,1395,gripy,238,238,Ramiro Milligan,h,083-695-5976,202004,e,Elephant hawk moth,2.0
value,p,1547,value,137,137,Helene Reineck,k,085-685-8424,202110,p,Praying mantis,8.0
tilelike,k,3234,tilelike,192,192,Adena Monteiro,c,087-132-2188,202001,k,Katydid,3.0
gonorrhoeal,u,1167,gonorrhoeal,303,303,Kathlene Bavaro,h,084-892-8235,201911,u,Underwing,6.0
urdu,r,2842,urdu,2,2,Jewel Rueda,l,077-431-5682,201911,r,Rhinoceros beetle,35.0
woald,g,1387,woald,13,13,Katie Vandermark,v,084-552-5244,201911,g,Grasshopper,50.0
vandal,q,2998,vandal,130,130,Florinda Luckow,j,077-878-7105,202100,q,Queen bee,11.0
endoparasite,x,1873,endoparasite,10,10,Blythe Howse,m,074-828-7587,201908,x,Xigua,4.5
bowyangs,o,3173,bowyangs,197,197,Yang Collette,d,081-202-6230,201912,o,Orange Sulfur Butterfly,13.0
preexposed,o,2413,preexposed,109,109,Nieves Schorn,w,080-803-1422,201904,o,Orange Sulfur Butterfly,13.0
embrittle,d,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,d,Unknown insect type (imputed),5.0
monorhinal,i,1953,monorhinal,161,161,Allen Murillo,o,085-414-1537,202104,i,insect,3.0
monza,o,1721,monza,10,10,Blythe Howse,m,074-828-7587,201908,o,Orange Sulfur Butterfly,13.0
sunglasses,r,2470,sunglasses,265,265,Gertie Keeling,c,086-442-5564,201903,r,Rhinoceros beetle,35.0
woald,t,1387,woald,13,13,Katie Vandermark,v,084-552-5244,201911,t,Tsetse fly,5.0
sepaline,a,2162,sepaline,135,135,Kenia Parrett,p,074-997-3189,202103,a,ant,1.0
unavailable,k,2858,unavailable,174,174,Gayle Renshaw,s,078-480-2123,202007,k,Katydid,3.0
assuasive,t,2139,assuasive,145,145,Drucilla Villegas,k,073-134-8894,202106,t,Tsetse fly,5.0
examinable,a,1987,examinable,150,150,Madelene Stanforth,w,081-233-7668,201908,a,ant,1.0
triploid,e,3139,triploid,226,226,Kathrine Grubbs,d,084-787-3161,201907,e,Elephant hawk moth,2.0
upturn,m,3097,upturn,72,72,Genna Moree,x,074-376-7745,202003,m,Maggot,5.5
unpasteurized,c,2671,unpasteurized,280,280,Linnie Jaworski,z,083-999-9228,201903,c,catapillar,1.0
cabiri,f,1930,cabiri,233,233,Mafalda Kamerer,n,083-899-2493,202011,f,flea,3.0
unpolitely,b,2766,unpolitely,16,16,Treva Degnan,l,083-583-6419,201905,b,bee,1.0
mohel,v,1638,mohel,202,202,Toshia Hostetter,a,084-997-6773,201903,v,Velvet ant,2.0
umbonate,w,2728,umbonate,122,122,Emmett Gebhard,f,081-153-9951,202011,w,Wasp,15.0
underplot,l,2383,underplot,270,270,Marco Rickard,g,074-755-1936,202111,l,Locust,99.0
unplacatory,m,1284,unplacatory,311,311,Jeanie Wentzell,d,079-537-7965,201906,m,Maggot,5.5
brieux,s,2896,brieux,83,83,Aleida Lovelady,l,072-104-6584,201910,s,Stick insect,9.0
crossbencher,x,2481,crossbencher,261,261,Jeremiah Kazee,i,082-952-9820,202106,x,Xigua,4.5
repeatability,h,1828,repeatability,275,275,Raguel Burdge,b,079-392-3974,202110,h,humbug,0.0
noisomely,z,1775,noisomely,223,223,Tomika Odea,b,075-563-8368,201912,z,Zorapteran,5.0
depersonalization,b,1060,depersonalization,91,91,Lavina Vos,z,077-981-2916,202110,b,bee,1.0
polydisperse,x,1288,polydisperse,195,195,Terrance Latson,g,085-188-9761,189901,x,Xigua,4.5
blake,d,1676,blake,135,135,Kenia Parrett,p,074-997-3189,202103,d,Unknown insect type (imputed),5.0
pleiades,y,2318,pleiades,117,117,Artie Stiff,n,071-245-3352,202107,y,Yellow jacket,16.0
rubicund,x,2120,rubicund,296,296,Hilma Grammer,f,081-805-6812,202107,x,Xigua,4.5
menes,b,1379,menes,234,234,Yuko Allington,z,080-214-5625,202104,b,bee,1.0
unbinned,h,2979,unbinned,107,107,Dustin Haynie,k,074-190-5821,201911,h,humbug,0.0
phlogopite,l,2018,phlogopite,215,215,Foster Zawislak,x,081-769-2511,202011,l,Locust,99.0
avalon,a,2181,avalon,93,93,Arianne Odonnell,p,076-751-8775,202004,a,ant,1.0
usbek,k,1486,usbek,153,153,Bebe Mathieu,p,074-585-5515,202100,k,Katydid,3.0
inexplosive,x,973,inexplosive,257,257,Yu Hamlett,s,076-171-1369,202005,x,Xigua,4.5
unshrunk,l,2588,unshrunk,225,225,Lacie Shirkey,s,079-280-8212,202004,l,Locust,99.0
unfatuitous,g,1999,unfatuitous,7,7,Neva Leffler,y,086-594-5216,202106,g,Grasshopper,50.0
miscarry,e,2238,miscarry,308,308,Angela Schoenborn,p,079-660-5912,201904,e,Elephant hawk moth,2.0
upington,j,2652,upington,161,161,Allen Murillo,o,085-414-1537,202104,j,Junebug,5.0
batia,a,1402,batia,166,166,Rosendo Parten,t,082-117-2337,202009,a,ant,1.0
precorrespondence,f,1759,precorrespondence,76,76,Porter Ferry,e,077-902-6030,202006,f,flea,3.0
chlorotic,k,1740,chlorotic,291,291,Emmie Raiford,l,087-562-1847,202110,k,Katydid,3.0
cobblers,v,2968,cobblers,150,150,Madelene Stanforth,w,081-233-7668,201908,v,Velvet ant,2.0
uncommutative,x,2656,uncommutative,241,241,Pauletta Lazo,n,082-454-6754,202103,x,Xigua,4.5
roget,z,1554,roget,239,239,Gertrudis Evan,l,084-243-4527,202004,z,Zorapteran,5.0
crate,v,1600,crate,85,85,Amanda Wolske,p,084-964-8962,202101,v,Velvet ant,2.0
monza,f,1721,monza,10,10,Blythe Howse,m,074-828-7587,201908,f,flea,3.0
uncollapsed,m,2808,uncollapsed,57,57,Violet Hundt,j,081-301-1928,201911,m,Maggot,5.5
pomona,f,1809,pomona,221,221,Thi Mennenga,y,083-798-1764,202012,f,flea,3.0
counterweight,z,2303,counterweight,176,176,Sandra Griego,k,077-259-7055,202112,z,Zorapteran,5.0
fruitlessness,e,1277,fruitlessness,277,277,Natisha Blythe,y,083-470-1500,197001,e,Elephant hawk moth,2.0
unhuzzaed,m,2565,unhuzzaed,190,190,Ilene Daigle,j,082-623-8353,201909,m,Maggot,5.5
prothalloid,c,2451,prothalloid,251,251,Cindi Jeremiah,o,075-985-7988,201903,c,catapillar,1.0
commanderies,l,1265,commanderies,37,37,Lidia Peete,j,080-216-1052,202006,l,Locust,99.0
platyrrhinian,n,1189,platyrrhinian,230,230,Blythe Statton,c,073-404-5450,202104,n,Nit,4.0
europe,i,2964,europe,259,259,Hana Clabaugh,d,074-262-7203,239012,i,insect,3.0
overthrust,u,1847,overthrust,11,11,Chana Six,m,086-823-5508,201902,u,Underwing,6.0
europe,z,2964,europe,259,259,Hana Clabaugh,d,074-262-7203,239012,z,Zorapteran,5.0
unretaining,b,1281,unretaining,143,143,Elisha Sandidge,b,081-781-5555,202011,b,bee,1.0
tebet,r,1357,tebet,256,256,Milagro Maria,f,085-981-6759,202009,r,Rhinoceros beetle,35.0
saare,f,3116,saare,127,127,Lorenzo Cribb,y,080-423-2157,202103,f,flea,3.0
tobie,b,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,b,bee,1.0
halotrichite,c,985,halotrichite,176,176,Sandra Griego,k,077-259-7055,202112,c,catapillar,1.0
brokership,j,2443,brokership,300,300,Grayce Thatcher,x,080-105-3161,202103,j,Junebug,5.0
upington,p,2652,upington,161,161,Allen Murillo,o,085-414-1537,202104,p,Praying mantis,8.0
tombless,q,3146,tombless,204,204,Gregg Blanchette,c,074-884-1593,202100,q,Queen bee,11.0
unneighbourliness,x,1170,unneighbourliness,36,36,Donny Cloud,z,087-731-8141,202108,x,Xigua,4.5
dishabituated,i,1934,dishabituated,236,236,Joesph Junkin,j,081-147-6549,201905,i,insect,3.0
